iter,games,wins,losses,draws,samples,pi_loss,v_loss,entropy,clip_frac,archetype_loss,eval_win_rate,eval_games
510,2,2,0,0,457,-0.005095,0.072192,0.676839,0.0025,0.000000,0.9500,20
511,2,2,0,0,,,,,,,,
512,2,1,1,0,,,,,,,,
513,2,0,2,0,501,-0.003511,0.085451,0.657950,0.0169,0.000000,,
514,2,1,1,0,,,,,,,,
515,2,2,0,0,,,,,,,,
516,2,1,1,0,353,-0.031350,0.101177,0.788598,0.0047,0.000000,,
517,2,1,1,0,,,,,,,,
518,2,1,1,0,,,,,,,,
519,2,1,1,0,388,-0.002910,0.070937,0.647474,0.0000,0.000000,,
520,2,1,1,0,,,,,,,0.6500,20
521,2,0,2,0,,,,,,,,
522,2,0,2,0,401,0.001698,0.113899,0.668510,0.0023,0.000000,,
523,2,2,0,0,,,,,,,,
524,2,1,1,0,,,,,,,,
525,2,2,0,0,449,0.001738,0.121742,0.683918,0.0000,0.000001,,
526,2,1,1,0,,,,,,,,
527,2,2,0,0,,,,,,,,
528,2,2,0,0,438,-0.007193,0.050354,0.686775,0.0000,0.000000,,
529,2,1,1,0,,,,,,,,
530,2,2,0,0,,,,,,,0.7000,20
